Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Kia,Telluride SX,3.8L V6,3778 cc,291.0,240.0,7.0 sec,50000.0,Petrol,7.0,355.0
Kia,Forte LXS,2.0L 4-Cylinder,1999 cc,147.0,190.0,9.2 sec,19000.0,Petrol,5.0,179.0
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591 cc,180.0,220.0,7.8 sec,28500.0,Petrol,5.0,264.0
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591 cc,139.0,180.0,10.5 sec,33000.0,Hybrid,5.0,265.0
Kia,EV6 Wind,Electric Motor,77.4 kWh,225.0,190.0,5.2 sec,50000.0,Electric,5.0,350.0
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201.0,200.0,6.5 sec,28000.0,Petrol,5.0,264.0
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591 cc,175.0,210.0,7.5 sec,28500.0,Petrol,5.0,264.0
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500 cc,300.0,270.0,5.0 sec,55000.0,Petrol,5.0,422.0
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227.0,200.0,7.9 sec,47000.0,Hybrid,7.0,352.0
Kia,Carnival EX,3.5L V6,3500 cc,290.0,220.0,8.0 sec,42500.0,Petrol,8.0,355.0
Kia,Telluride Nightfall Edition,3.8L V6,3778 cc,291.0,240.0,7.0 sec,51000.0,Petrol,7.0,355.0
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225.0,210.0,7.5 sec,44000.0,Hybrid,5.0,360.0
Kia,EV6 First Edition,Electric Motor,77.4 kWh,320.0,230.0,5.0 sec,58000.0,Electric,5.0,450.0
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591 cc,139.0,180.0,10.5 sec,33000.0,Hybrid,5.0,265.0
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,201.0,200.0,6.5 sec,25000.0,Petrol,5.0,264.0
Kia,Seltos EX,2.0L 4-Cylinder,1999 cc,146.0,190.0,9.0 sec,23500.0,Petrol,5.0,179.0
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225.0,210.0,7.0 sec,42000.0,Hybrid,5.0,360.0
Kia,Sorento LX,2.5L 4-Cylinder,2500 cc,191.0,210.0,8.5 sec,35500.0,Petrol,7.0,246.0
Kia,Telluride EX,3.8L V6,3778 cc,291.0,240.0,7.0 sec,44000.0,Petrol,7.0,355.0
Kia,Soul EX,2.0L 4-Cylinder,1999 cc,147.0,190.0,9.5 sec,22000.0,Petrol,5.0,179.0
Kia,Forte FE,2.0L 4-Cylinder,1999 cc,147.0,190.0,9.2 sec,18500.0,Petrol,5.0,179.0
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,180.0,220.0,7.8 sec,29000.0,Petrol,5.0,264.0
Kia,Carnival LXS,3.5L V6,3500 cc,290.0,220.0,8.0 sec,39500.0,Petrol,8.0,355.0
Kia,EV6 Light,Electric Motor,77.4 kWh,225.0,190.0,5.2 sec,46000.0,Electric,5.0,350.0
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591 cc,139.0,180.0,10.5 sec,30000.0,Hybrid,5.0,265.0
Kia,Stinger GT,3.3L Turbocharged V6,3300 cc,365.0,270.0,4.7 sec,51500.0,Petrol,5.0,510.0
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591 cc,227.0,200.0,7.9 sec,48000.0,Hybrid,7.0,352.0
Kia,Telluride SX Prestige,3.8L V6,3778 cc,291.0,240.0,7.0 sec,52000.0,Petrol,7.0,355.0
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",300.0,235.0,6.0 sec,47000.0,Hybrid,5.0,520.0
Kia,EV6 GT Performance,Electric Motor,77.4 kWh,577.0,260.0,3.5 sec,65000.0,Electric,5.0,740.0
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591 cc,139.0,180.0,10.5 sec,34500.0,Hybrid,5.0,265.0
Kia,Carnival SX Prestige,3.5L V6,3500 cc,290.0,220.0,8.0 sec,47000.0,Petrol,8.0,355.0
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175.0,210.0,7.5 sec,32000.0,Petrol,5.0,264.0
Kia,Forte EX Premium,2.0L 4-Cylinder,1999 cc,147.0,190.0,9.2 sec,22500.0,Petrol,5.0,179.0
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999 cc,147.0,190.0,9.5 sec,23500.0,Petrol,5.0,179.0
Kia,Rio S,1.6L 4-Cylinder,1591 cc,120.0,180.0,10.3 sec,17500.0,Petrol,5.0,151.0
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591 cc,120.0,180.0,10.3 sec,18000.0,Petrol,5.0,151.0
Kia,Soul S,2.0L 4-Cylinder,1999 cc,147.0,190.0,9.5 sec,20500.0,Petrol,5.0,179.0
Kia,Seltos LX,2.0L 4-Cylinder,1999 cc,146.0,190.0,9.2 sec,23000.0,Petrol,5.0,179.0
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,"1,599 cc (Petrol) + Electric Motor",300.0,235.0,6.0 sec,45000.0,Hybrid,5.0,520.0
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227.0,200.0,7.9 sec,47000.0,Hybrid,7.0,352.0
Kia,Telluride LX,3.8L V6,3778 cc,291.0,240.0,7.0 sec,41500.0,Petrol,7.0,355.0
Kia,Carnival MPV EX,3.5L V6,3500 cc,290.0,220.0,8.0 sec,43500.0,Petrol,8.0,355.0
Kia,EV6 AWD GT-Line,Electric Motor,77.4 kWh,320.0,230.0,5.0 sec,60000.0,Electric,5.0,450.0
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201.0,200.0,6.5 sec,25500.0,Petrol,5.0,264.0
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999 cc,147.0,190.0,9.5 sec,23000.0,Petrol,5.0,179.0
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175.0,210.0,7.5 sec,30000.0,Petrol,5.0,264.0
Peugeot,e-2008 GT,Electric Motor,50 kWh,136.0,200.0,8.5 sec,40000.0,Electric,5.0,260.0
Kia,Telluride Limited Edition,3.8L V6,3778 cc,291.0,240.0,7.0 sec,53000.0,Petrol,7.0,355.0
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500 cc,300.0,270.0,5.0 sec,50000.0,Petrol,5.0,422.0
Kia,Carnival Special Edition,3.5L V6,3500 cc,290.0,220.0,8.0 sec,45500.0,Petrol,8.0,355.0
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,139.0,180.0,10.5 sec,36000.0,Hybrid,5.0,265.0
Kia,EV6 First Edition AWD,Electric Motor,77.4 kWh,320.0,230.0,5.0 sec,62000.0,Electric,5.0,450.0
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227.0,200.0,7.8 sec,49000.0,Hybrid,7.0,352.0
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999 cc,147.0,190.0,9.2 sec,22500.0,Petrol,5.0,179.0
Bugatti,Chiron,8.0L Quad-Turbo W16,7993 cc,1500.0,420.0,2.5 sec,3000000.0,Petrol,2.0,1600.0
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993 cc,1500.0,350.0,2.3 sec,3300000.0,Petrol,2.0,1600.0
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993 cc,1600.0,490.0,2.4 sec,3500000.0,Petrol,2.0,1600.0
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993 cc,1500.0,420.0,2.4 sec,3300000.0,Petrol,2.0,1600.0
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993 cc,1500.0,420.0,2.5 sec,3300000.0,Petrol,2.0,1600.0
Bugatti,Divo,8.0L Quad-Turbo W16,7993 cc,1500.0,380.0,2.4 sec,5800000.0,Petrol,2.0,1600.0
Bugatti,Centodieci,8.0L Quad-Turbo W16,7993 cc,1600.0,380.0,2.4 sec,9000000.0,Petrol,2.0,1600.0
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,7993 cc,1500.0,420.0,2.5 sec,18000000.0,Petrol,2.0,1600.0
Bugatti,Bolide,8.0L Quad-Turbo W16,7993 cc,1850.0,500.0,2.2 sec,4500000.0,Petrol,2.0,1600.0
Bugatti,Mistral,8.0L Quad-Turbo W16,7993 cc,1600.0,420.0,2.4 sec,5000000.0,Petrol,2.0,1600.0
Volvo,Volvo FH,13.0L I6 Turbo Diesel,13000 cc,540.0,120.0,15.0 sec,120000.0,Diesel,2.0,2600.0
Volvo,Volvo FH16,16.1L I6 Turbo Diesel,16100 cc,750.0,120.0,14.5 sec,160000.0,Diesel,2.0,3500.0
Volvo,Volvo FM,12.8L I6 Turbo Diesel,12800 cc,460.0,110.0,16.0 sec,100000.0,Diesel,2.0,2200.0
Volvo,Volvo FMX,13.0L I6 Turbo Diesel,13000 cc,500.0,110.0,16.5 sec,110000.0,Diesel,2.0,2500.0
Volvo,Volvo VNL,12.8L I6 Turbo Diesel,12800 cc,500.0,120.0,15.0 sec,125000.0,Diesel,2.0,2400.0
Volvo,Volvo VNR,12.8L I6 Turbo Diesel,12800 cc,400.0,110.0,17.0 sec,95000.0,Diesel,2.0,1800.0
Volvo,Volvo VHD,12.8L I6 Turbo Diesel,12800 cc,500.0,100.0,18.0 sec,120000.0,Diesel,2.0,2500.0
Volvo,Volvo FE,7.7L I6 Turbo Diesel,7700 cc,280.0,90.0,20.0 sec,85000.0,Diesel,2.0,1200.0
Volvo,Volvo FL,5.1L I4 Turbo Diesel,5100 cc,180.0,80.0,22.0 sec,75000.0,Diesel,2.0,800.0
Jaguar Land Rover,Jaguar F-Type,V6 / V8 Petrol,2995 cc (V6),335.0,260.0,5.1 sec,70000.0,Petrol,2.0,450.0
Jaguar Land Rover,Jaguar XE,I4 Petrol,1999 cc (I4),250.0,250.0,6.5 sec,45000.0,Petrol,5.0,365.0
Jaguar Land Rover,Jaguar XF,I4 Petrol,1999 cc (I4),250.0,250.0,6.5 sec,50000.0,Petrol,5.0,365.0
Jaguar Land Rover,Jaguar XJ,V6 Petrol,2995 cc (V6),300.0,250.0,6.0 sec,85000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar E-PACE,I4 Petrol,1999 cc (I4),200.0,230.0,7.0 sec,50000.0,Petrol,5.0,430.0
Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),90 kWh (Battery),400.0,200.0,4.8 sec,70000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),305.00583090379007,230.0,7.2 sec / 5.4 sec,42000.0,Petrol,5.0,430.9790444258173
Jaguar Land Rover,Jaguar X-TYPE,I4 Petrol,1998 cc (I4),160.0,215.0,9.0 sec,40000.0,Petrol,5.0,215.0
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4 sec,65000.0,Petrol,5.0,480.0
Jaguar Land Rover,Jaguar XE R-Dynamic,I4 Petrol,1999 cc (I4),340.0,250.0,5.4 sec,60000.0,Petrol,5.0,450.0
Jaguar Land Rover,Jaguar F-Type SVR,V8 Petrol,5000 cc (V8),575.0,320.0,3.7 sec,120000.0,Petrol,2.0,700.0
Jaguar Land Rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),90 kWh (Battery),400.0,200.0,4.5 sec,85000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-PACE SVR,V8 Petrol,5000 cc (V8),550.0,283.0,4.0 sec,85000.0,Petrol,5.0,700.0
Jaguar Land Rover,Jaguar XE S,I4 Petrol,1999 cc (I4),340.0,250.0,5.3 sec,55000.0,Petrol,5.0,450.0
Jaguar Land Rover,Jaguar XF R-Dynamic,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4 sec,65000.0,Petrol,5.0,480.0
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,2995 cc (V6),300.0,250.0,6.0 sec,90000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,5000 cc (V8),550.0,300.0,3.9 sec,110000.0,Petrol,2.0,680.0
Jaguar Land Rover,Jaguar E-PACE S,I4 Petrol,1999 cc (I4),200.0,230.0,7.0 sec,50000.0,Petrol,5.0,430.0
Jaguar Land Rover,Jaguar I-PACE HSE,Electric (Dual Motor),90 kWh (Battery),400.0,200.0,4.5 sec,90000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,5000 cc (V8),550.0,300.0,3.9 sec,100000.0,Petrol,2.0,680.0
Jaguar Land Rover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),300.0,250.0,5.1 sec,70000.0,Petrol,2.0,400.0
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,I4 Petrol,1999 cc (I4),300.0,250.0,5.5 sec,55000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar XF Sportbrake,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),250.0,250.0,6.5 sec,60000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),90 kWh (Battery),400.0,200.0,4.5 sec,85000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,I4 Petrol,1999 cc (I4),247.0,225.0,6.4 sec,60000.0,Petrol,5.0,365.0
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,I4 Petrol,1999 cc (I4),246.0,230.0,6.8 sec,55000.0,Petrol,5.0,430.0
Jaguar Land Rover,Jaguar XJ50,V6 Petrol,2995 cc (V6),300.0,250.0,6.0 sec,80000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,V8 Petrol,5000 cc (V8),550.0,300.0,3.9 sec,100000.0,Petrol,2.0,680.0
Jaguar Land Rover,Jaguar F-PACE S AWD,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4 sec,65000.0,Petrol,5.0,480.0
Jaguar Land Rover,Jaguar XE SE,I4 Petrol,1999 cc (I4),250.0,240.0,6.2 sec,50000.0,Petrol,5.0,365.0
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,V6 Petrol,2995 cc (V6),380.0,280.0,4.8 sec,80000.0,Petrol,2.0,460.0
Jaguar Land Rover,Jaguar XE R-Sport AWD,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),300.0,250.0,5.5 sec,55000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar XF Portfolio AWD,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4 sec,60000.0,Petrol,5.0,450.0
Jaguar Land Rover,Jaguar F-Type Coupe R,V8 Petrol,5000 cc (V8),550.0,300.0,3.9 sec,100000.0,Petrol,2.0,680.0
Jaguar Land Rover,Jaguar I-PACE First Edition,Electric (Dual Motor),90 kWh (Battery),400.0,200.0,4.5 sec,85000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4 sec,65000.0,Petrol,5.0,480.0
Jaguar Land Rover,Jaguar XJ Supercharged,V8 Petrol,5000 cc (V8),510.0,280.0,4.2 sec,90000.0,Petrol,5.0,625.0
Jaguar Land Rover,Jaguar F-Type P450 AWD,V8 Petrol,5000 cc (V8),450.0,290.0,4.0 sec,90000.0,Petrol,2.0,600.0
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,I4 Petrol + Electric Motor,1999 cc (I4) + Electric,398.0,220.0,5.1 sec,75000.0,Plug-in Hybrid,5.0,640.0
Jaguar Land Rover,Jaguar F-Type P300 Coupe,I4 Petrol,1999 cc (I4),300.0,250.0,5.5 sec,60000.0,Petrol,2.0,400.0
Acura,NSX Type S,Twin-Turbo V6 Hybrid,"3,493 cc (V6)",600.0,307.0,2.9 sec,157000.0,Hybrid,2.0,666.0
Acura,TLX PMC Edition,V6,"3,500 cc (V6)",290.0,250.0,5.7 sec,62000.0,Petrol,5.0,362.0
Acura,MDX Advance,V6,"3,500 cc (V6)",290.0,190.0,6.0 sec,60000.0,Petrol,7.0,362.0
Acura,RDX Technology,I4 Turbocharged,"1,500 cc (I4)",272.0,210.0,6.6 sec,45000.0,Petrol,5.0,400.0
Acura,ILX Premium,I4,"2,400 cc (I4)",201.0,200.0,6.6 sec,30000.0,Petrol,5.0,180.0
Acura,TLX A-Spec,V6,"3,500 cc (V6)",290.0,250.0,5.7 sec,50000.0,Petrol,5.0,362.0
Acura,RDX SH-AWD,I4 Turbocharged,"1,500 cc (I4)",272.0,210.0,6.6 sec,50000.0,Petrol,5.0,400.0
Acura,MDX SH-AWD,V6,"3,500 cc (V6)",290.0,190.0,6.0 sec,55000.0,Petrol,7.0,362.0
Acura,RDX Platinum Elite,I4 Turbocharged,"1,500 cc (I4)",272.0,210.0,6.6 sec,55000.0,Petrol,5.0,400.0
Acura,TLX A-Spec Sedan,V6,"3,500 cc (V6)",290.0,250.0,5.7 sec,50000.0,Petrol,5.0,362.0
Acura,TLX 2.4L,Inline-4,"2,400 cc",206.0,210.0,6.0 sec,35000.0,Petrol,5.0,247.0
Acura,MDX Hybrid,V6 Hybrid,"3,500 cc",321.0,190.0,6.0 sec,55000.0,Hybrid,7.0,335.0
Acura,RDX Hybrid,Inline-4 Hybrid,"1,500 cc",247.0,210.0,6.6 sec,50000.0,Hybrid,5.0,400.0
Acura,ILX Technology Package,Inline-4,"2,400 cc",201.0,200.0,6.6 sec,30000.0,Petrol,5.0,180.0
Acura,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,"3,493 cc",500.0,300.0,3.0 sec,150000.0,Hybrid,2.0,600.0
Acura,RDX Turbo AWD,Inline-4 Turbocharged,"1,500 cc",272.0,210.0,6.6 sec,45000.0,Petrol,5.0,400.0
Acura,TLX 3.5L V6,V6,"3,500 cc",290.0,250.0,5.7 sec,50000.0,Petrol,5.0,362.0
Acura,ILX Special Edition,Inline-4,"2,400 cc",201.0,200.0,6.6 sec,30000.0,Petrol,5.0,180.0
Acura,MDX SH-AWD w/Technology Package,V6,"3,500 cc",290.0,190.0,6.0 sec,55000.0,Petrol,7.0,362.0
Acura,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,"3,493 cc",537.0,307.0,2.9 sec,157000.0,Hybrid,2.0,666.0
Acura,MDX Elite,V6,"3,500 cc",290.0,190.0,6.0 sec,58000.0,Petrol,7.0,362.0
Acura,TLX V6 Advance,V6,"3,500 cc",290.0,250.0,5.7 sec,46000.0,Petrol,5.0,362.0
Acura,NSX Carbon Edition,Twin-Turbo V6 Hybrid,"3,493 cc",537.0,307.0,2.9 sec,157000.0,Hybrid,2.0,666.0
Acura,RDX Turbo SH-AWD,Turbocharged I4,"1,500 cc",272.0,210.0,6.6 sec,42000.0,Petrol,5.0,400.0
Acura,ILX Technology Plus,Inline-4,"2,400 cc",201.0,200.0,6.6 sec,28000.0,Petrol,5.0,180.0
Acura,TLX Type S PMC Edition,Turbocharged V6,"3,000 cc",355.0,250.0,5.1 sec,54000.0,Petrol,5.0,480.0
Acura,MDX Sport Hybrid,V6 Hybrid,"3,500 cc",321.0,190.0,6.0 sec,52000.0,Hybrid,7.0,335.0
Peugeot,208,Inline-4,"1,199 cc",82.0,180.0,10.5 sec,22000.0,Petrol,5.0,160.0
Peugeot,2008,Inline-4,"1,199 cc",100.0,190.0,9.0 sec,25000.0,Petrol,5.0,205.0
Peugeot,301,Inline-4,"1,598 cc",115.0,185.0,10.0 sec,23500.0,Petrol,5.0,150.0
Peugeot,308,Inline-4,"1,598 cc",130.0,200.0,8.0 sec,28000.0,Petrol,5.0,230.0
Peugeot,3008,Inline-4,"1,598 cc",180.0,210.0,7.5 sec,32000.0,Petrol,5.0,400.0
Peugeot,5008,Inline-4,"1,998 cc",165.0,200.0,9.5 sec,35000.0,Diesel,7.0,400.0
Peugeot,508,Inline-4,"1,998 cc",180.0,235.0,8.0 sec,35500.0,Petrol,5.0,300.0
Peugeot,Partner,Diesel I4,"1,560 cc",75.0,160.0,12.0 sec,22500.0,Diesel,5.0,200.0
Peugeot,Expert,Diesel I4,"1,997 cc",120.0,180.0,10.0 sec,30000.0,Diesel,3.0,300.0
Peugeot,Boxer,Diesel I4,"2,200 cc",140.0,160.0,11.0 sec,32000.0,Diesel,3.0,340.0
Peugeot,e-208,Electric Motor,50 kWh,136.0,150.0,8.1 sec,35000.0,Electric,5.0,260.0
Peugeot,e-2008,Electric Motor,50 kWh,136.0,150.0,8.5 sec,38000.0,Electric,5.0,260.0
Peugeot,208 GTI,Inline-4,"1,598 cc",208.0,230.0,6.5 sec,28000.0,Petrol,5.0,300.0
Peugeot,308 GTI,Inline-4,"1,598 cc",270.0,250.0,6.0 sec,35000.0,Petrol,5.0,330.0
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4,"1,598 cc (petrol) + Electric Motor",360.0,250.0,5.2 sec,55000.0,Hybrid,5.0,520.0
Peugeot,308 Allure,Inline-4,"1,199 cc",130.0,205.0,9.3 sec,25000.0,Petrol,5.0,230.0
Peugeot,2008 Allure,Inline-4,"1,199 cc",130.0,200.0,9.7 sec,27000.0,Petrol,5.0,230.0
Peugeot,3008 Allure,Inline-4,"1,499 cc",180.0,210.0,8.0 sec,30000.0,Petrol,5.0,250.0
Peugeot,5008 Allure,Inline-4,"1,499 cc",180.0,200.0,8.5 sec,33000.0,Petrol,7.0,250.0
Peugeot,508 Allure,Inline-4,"1,499 cc",180.0,225.0,8.0 sec,35000.0,Petrol,5.0,250.0
Peugeot,3008 GT,Inline-4,"1,598 cc",200.0,220.0,7.5 sec,35000.0,Petrol,5.0,280.0
Peugeot,508 GT,Inline-4,"1,598 cc",225.0,235.0,6.8 sec,40000.0,Petrol,5.0,300.0
Peugeot,3008 GT Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300.0,235.0,6.0 sec,45000.0,Hybrid,5.0,400.0
Peugeot,5008 GT Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300.0,210.0,6.5 sec,48000.0,Hybrid,7.0,400.0
Peugeot,208 Allure Premium,Inline-4,"1,199 cc",130.0,200.0,9.5 sec,28000.0,Petrol,5.0,230.0
Peugeot,Partner Tepee,Inline-4,"1,560 cc",100.0,170.0,12.0 sec,25000.0,Diesel,5.0,260.0
Peugeot,Expert L2H1,Inline-4,"1,997 cc",120.0,160.0,13.0 sec,30000.0,Diesel,3.0,320.0
Peugeot,Boxer L2H2,Inline-4,"2,200 cc",130.0,140.0,14.0 sec,35000.0,Diesel,3.0,350.0
Peugeot,Partner Electric,Electric Motor,-,136.0,130.0,9.0 sec,40000.0,Electric,5.0,260.0
Peugeot,Expert Electric,Electric Motor,-,136.0,130.0,9.5 sec,45000.0,Electric,5.0,260.0
Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,"1,598 cc (petrol) + Electric Motor",225.0,250.0,5.5 sec,45000.0,Hybrid,5.0,360.0
Peugeot,308 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360.0,250.0,5.0 sec,55000.0,Hybrid,5.0,520.0
Peugeot,508 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360.0,250.0,5.2 sec,60000.0,Hybrid,5.0,520.0
Peugeot,3008 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300.0,235.0,6.0 sec,50000.0,Hybrid,5.0,400.0
Peugeot,2008 Active,Inline-4,"1,199 cc",100.0,190.0,11.2 sec,22000.0,Petrol,5.0,205.0
Peugeot,3008 Active,Inline-4,"1,499 cc",130.0,200.0,10.0 sec,30000.0,Petrol,5.0,240.0
Peugeot,5008 Active,Inline-4,"1,499 cc",130.0,190.0,10.5 sec,33000.0,Petrol,7.0,240.0
Peugeot,3008 Allure Premium,Inline-4,"1,499 cc",130.0,200.0,9.8 sec,32000.0,Petrol,5.0,240.0
Peugeot,5008 Allure Premium,Inline-4,"1,499 cc",130.0,190.0,10.2 sec,35000.0,Petrol,7.0,240.0
Peugeot,3008 GT Line,Inline-4,"1,598 cc",180.0,210.0,8.5 sec,35000.0,Petrol,5.0,250.0
Peugeot,5008 GT Line,Inline-4,"1,598 cc",180.0,200.0,9.0 sec,38000.0,Petrol,7.0,250.0
Peugeot,2008 GT,Inline-4,"1,199 cc",130.0,200.0,9.3 sec,25000.0,Petrol,5.0,230.0
Peugeot,5008 GT,Inline-4,"1,598 cc",180.0,210.0,8.2 sec,40000.0,Petrol,7.0,250.0
Peugeot,508 SW (Station Wagon),Inline-4,"1,598 cc",180.0,220.0,8.4 sec,35000.0,Petrol,5.0,300.0
Peugeot,508 Saloon,Inline-4,"1,598 cc",180.0,210.0,8.6 sec,37000.0,Petrol,5.0,300.0
Peugeot,308 Saloon,Inline-4,"1,199 cc",130.0,200.0,9.0 sec,28000.0,Petrol,5.0,230.0
Peugeot,301 Sedan,Inline-4,"1,199 cc",82.0,180.0,12.0 sec,20000.0,Petrol,5.0,115.0
Peugeot,208 Sedan,Inline-4,"1,199 cc",100.0,190.0,11.2 sec,22000.0,Petrol,5.0,205.0
Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,"1,500 - 2,000 cc",160.0,220.0,7.5 sec,25000.0,Petrol/Hybrid,5.0,200.0
Ford,Taurus,3.5L V6 / 2.0L EcoBoost,"2,000 - 3,500 cc",200.0,220.0,6.5 sec,30000.0,Petrol,5.0,300.0
Ford,Fiesta,1.0L EcoBoost / 1.5L,"1,000 - 1,500 cc",85.0,200.0,7.0 sec,15000.0,Petrol,5.0,130.0
Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,"1,000 - 2,000 cc",120.0,220.0,6.5 sec,20000.0,Petrol,5.0,150.0
Ford,KA+,1.2L Petrol,"1,200 cc",70.0,165.0,10.5 sec,12000.0,Petrol,5.0,100.0
Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,"1,000 - 2,000 cc",123.0,180.0,9.0 sec,20000.0,Petrol,5.0,170.0
Ford,Escape (Kuga),1.5L EcoBoost / 2.5L Hybrid,"1,500 - 2,500 cc",181.0,190.0,7.5 sec,25000.0,Petrol/Hybrid,5.0,230.0
Ford,Edge,2.0L EcoBoost / 2.7L V6,"2,000 - 2,700 cc",250.0,200.0,6.5 sec,35000.0,Petrol,5.0,400.0
Ford,Explorer,2.3L EcoBoost / 3.0L V6,"2,300 - 3,000 cc",300.0,200.0,6.0 sec,35000.0,Petrol,7.0,420.0
Ford,Expedition,3.5L EcoBoost / 5.4L V8,"3,500 - 5,400 cc",375.0,180.0,6.5 sec,50000.0,Petrol,8.0,650.0
Ford,Bronco,2.3L EcoBoost / 2.7L V6,"2,300 - 2,700 cc",275.0,200.0,7.5 sec,30000.0,Petrol,4.0,400.0
